Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Age (in years),Total - Male,Total - Female,PSUs - Male,PSUs - Female,Private - Male,Private - Female,Business owners - Male,Business owners - Female,Zero income - Male,Zero income - Female,Other kind of employment - Male,Other kind of employment- Female
HH06,07,08,District - South West   *  (08),RURAL,All Ages,41132,2530,1190,104,37719,1073,2206,1299,17,54,0,0
HH06,07,08,District - South West   *  (08),RURAL,Less than 20,343,45,276,33,64,12,3,0,0,0,0,0
HH06,07,08,District - South West   *  (08),RURAL,20-29,5404,198,646,30,4722,138,33,25,3,5,0,0
HH06,07,08,District - South West   *  (08),RURAL,30-39,13064,491,151,19,12585,363,322,88,6,21,0,0
HH06,07,08,District - South West   *  (08),RURAL,40-49,10935,500,46,10,10336,326,551,150,2,14,0,0
HH06,07,08,District - South West   *  (08),RURAL,50-59,6116,398,23,5,5635,127,454,258,4,8,0,0
HH06,07,08,District - South West   *  (08),RURAL,60-69,3257,399,18,2,2768,80,471,312,0,5,0,0
HH06,07,08,District - South West   *  (08),RURAL,70-79,1459,290,7,1,1210,23,240,265,2,1,0,0
HH06,07,08,District - South West   *  (08),RURAL,80+,28,2,13,2,14,0,1,0,0,0,0,0
HH06,07,08,District - South West   *  (08),RURAL,Age Not Stated,526,207,10,2,385,4,131,201,0,0,0,0
HH06,07,08,District - South West   *  (08),URBAN,All Ages,304262,15483,13953,1103,276239,7478,13793,6557,277,345,0,0
HH06,07,08,District - South West   *  (08),URBAN,Less than 20,2648,221,2109,179,524,26,14,14,1,2,0,0
HH06,07,08,District - South West   *  (08),URBAN,20-29,48520,1406,9503,424,38788,826,199,126,30,30,0,0
HH06,07,08,District - South West   *  (08),URBAN,30-39,97903,3285,1471,189,94730,2429,1622,528,80,139,0,0
HH06,07,08,District - South West   *  (08),URBAN,40-49,79505,3468,394,175,75614,2176,3419,1010,78,107,0,0
HH06,07,08,District - South West   *  (08),URBAN,50-59,46932,2915,207,89,43132,1207,3539,1572,54,47,0,0
HH06,07,08,District - South West   *  (08),URBAN,60-69,19485,2155,115,25,16146,591,3204,1524,20,15,0,0
HH06,07,08,District - South West   *  (08),URBAN,70-79,7236,1431,44,14,5830,176,1352,1238,10,3,0,0
HH06,07,08,District - South West   *  (08),URBAN,80+,311,22,92,4,207,8,11,10,1,0,0,0
HH06,07,08,District - South West   *  (08),URBAN,Age Not Stated,1722,580,18,4,1268,39,433,535,3,2,0,0
HH06,07,09,District - South  *  (09),TOTAL,All Ages,442585,22912,21825,2126,396972,9517,23284,10514,504,755,0,0
HH06,07,09,District - South  *  (09),TOTAL,Less than 20,3603,388,2787,316,779,49,37,22,0,1,0,0
HH06,07,09,District - South  *  (09),TOTAL,20-29,71256,2249,14781,907,56179,1052,253,222,43,68,0,0
HH06,07,09,District - South  *  (09),TOTAL,30-39,140074,3897,2695,326,134889,2548,2345,807,145,216,0,0
HH06,07,09,District - South  *  (09),TOTAL,40-49,111364,4711,639,209,105745,2649,4843,1587,137,266,0,0
HH06,07,09,District - South  *  (09),TOTAL,50-59,63524,4134,363,160,57726,1577,5337,2263,98,134,0,0
HH06,07,09,District - South  *  (09),TOTAL,60-69,33158,3599,203,126,27021,1033,5878,2387,56,53,0,0
HH06,07,09,District - South  *  (09),TOTAL,70-79,14773,2593,134,63,11161,449,3462,2069,16,12,0,0
HH06,07,09,District - South  *  (09),TOTAL,80+,621,44,171,10,420,19,29,15,1,0,0,0
HH06,07,09,District - South  *  (09),TOTAL,Age Not Stated,4212,1297,52,9,3052,141,1100,1142,8,5,0,0
HH06,07,09,District - South  *  (09),RURAL,All Ages,31241,1194,1395,66,28823,500,1005,593,18,35,0,0
HH06,07,09,District - South  *  (09),RURAL,Less than 20,266,17,204,12,62,5,0,0,0,0,0,0
HH06,07,09,District - South  *  (09),RURAL,20-29,6361,109,971,23,5369,67,18,15,3,4,0,0
HH06,07,09,District - South  *  (09),RURAL,30-39,11827,259,147,13,11506,167,166,69,8,10,0,0
HH06,07,09,District - South  *  (09),RURAL,40-49,7025,258,34,9,6745,144,243,94,3,11,0,0
HH06,07,09,District - South  *  (09),RURAL,50-59,3205,187,17,2,2952,63,234,113,2,9,0,0
HH06,07,09,District - South  *  (09),RURAL,60-69,1782,202,8,5,1568,41,204,155,2,1,0,0
HH06,07,09,District - South  *  (09),RURAL,70-79,622,115,5,1,499,10,118,104,0,0,0,0
HH06,07,09,District - South  *  (09),RURAL,80+,8,0,4,0,4,0,0,0,0,0,0,0
HH06,07,09,District - South  *  (09),RURAL,Age Not Stated,145,47,5,1,118,3,22,43,0,0,0,0
HH06,07,09,District - South  *  (09),URBAN,All Ages,411344,21718,20430,2060,368149,9017,22279,9921,486,720,0,0
HH06,07,09,District - South  *  (09),URBAN,Less than 20,3337,371,2583,304,717,44,37,22,0,1,0,0
HH06,07,09,District - South  *  (09),URBAN,20-29,64895,2140,13810,884,50810,985,235,207,40,64,0,0
HH06,07,09,District - South  *  (09),URBAN,30-39,128247,3638,2548,313,123383,2381,2179,738,137,206,0,0
HH06,07,09,District - South  *  (09),URBAN,40-49,104339,4453,605,200,99000,2505,4600,1493,134,255,0,0
HH06,07,09,District - South  *  (09),URBAN,50-59,60319,3947,346,158,54774,1514,5103,2150,96,125,0,0
HH06,07,09,District - South  *  (09),URBAN,60-69,31376,3397,195,121,25453,992,5674,2232,54,52,0,0
HH06,07,09,District - South  *  (09),URBAN,70-79,14151,2478,129,62,10662,439,3344,1965,16,12,0,0
HH06,07,09,District - South  *  (09),URBAN,80+,613,44,167,10,416,19,29,15,1,0,0,0
HH06,07,09,District - South  *  (09),URBAN,Age Not Stated,4067,1250,47,8,2934,138,1078,1099,8,5,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,All Ages,15038241,801530,399294,58618,13363692,332087,1238035,330192,37220,80633,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,Less than 20,97879,25829,67990,20691,26913,3713,2783,1150,193,275,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,20-29,1432495,65103,169438,8328,1237910,43438,21335,4386,3812,8951,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,30-39,3965159,144055,80118,9492,3739976,85190,136003,18497,9062,30876,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,40-49,4112847,159192,34563,9062,3800724,83225,267692,41771,9868,25134,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,50-59,2728951,138468,19798,5533,2401897,54458,300322,69039,6934,9438,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,60-69,1719564,138924,12641,3324,1387640,38967,314882,92501,4401,4132,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,70-79,733117,90181,6933,1052,572677,16358,151286,71588,2221,1183,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,80+,20115,2333,4671,727,14172,1065,1225,466,47,75,0,0
HH06,19,00,State - WEST BENGAL  (19),TOTAL,Age Not Stated,228114,37445,3142,409,181783,5673,42507,30794,682,569,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,All Ages,10734831,521995,254051,30613,9678163,208293,775393,223599,27224,59490,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,Less than 20,73879,18022,52523,14252,19637,2818,1578,766,141,186,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,20-29,1182573,48751,121189,4267,1040737,33980,17426,3492,3221,7012,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,30-39,3062302,102418,46093,4571,2906454,60426,102601,13874,7154,23547,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,40-49,2892775,103382,15989,3990,2688476,51579,181411,29200,6899,18613,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,50-59,1787887,84442,7863,1898,1588519,29344,186850,46731,4655,6469,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,60-69,1115744,85915,4287,851,924605,19448,183748,63032,3104,2584,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,70-79,461587,55385,2067,233,377862,7404,80132,47071,1526,677,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,80+,13783,1478,2830,435,10163,680,755,309,35,54,0,0
HH06,19,00,State - WEST BENGAL  (19),RURAL,Age Not Stated,144301,22202,1210,116,121710,2614,20892,19124,489,348,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,All Ages,4303410,279535,145243,28005,3685529,123794,462642,106593,9996,21143,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,Less than 20,24000,7807,15467,6439,7276,895,1205,384,52,89,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,20-29,249922,16352,48249,4061,197173,9458,3909,894,591,1939,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,30-39,902857,41637,34025,4921,833522,24764,33402,4623,1908,7329,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,40-49,1220072,55810,18574,5072,1112248,31646,86281,12571,2969,6521,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,50-59,941064,54026,11935,3635,813378,25114,113472,22308,2279,2969,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,60-69,603820,53009,8354,2473,463035,19519,131134,29469,1297,1548,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,70-79,271530,34796,4866,819,194815,8954,71154,24517,695,506,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,80+,6332,855,1841,292,4009,385,470,157,12,21,0,0
HH06,19,00,State - WEST BENGAL  (19),URBAN,Age Not Stated,83813,15243,1932,293,60073,3059,21615,11670,193,221,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,All Ages,286899,30074,10302,2974,248136,12516,26549,12493,1912,2091,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,Less than 20,1931,606,1473,509,393,62,59,31,6,4,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,20-29,28723,2481,4016,488,24141,1634,436,189,130,170,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,30-39,75955,5700,2250,514,70321,3663,2885,875,499,648,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,40-49,77749,6234,1107,548,70315,3345,5720,1672,607,669,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,50-59,52008,5342,656,463,44373,1991,6599,2534,380,354,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,60-69,32632,5170,396,319,25473,1204,6569,3475,194,172,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,70-79,12897,3222,141,79,9475,444,3212,2654,69,45,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,80+,902,128,208,35,627,51,63,37,4,5,0,0
HH06,19,01,District - Darjiling  (01),TOTAL,Age Not Stated,4102,1191,55,19,3018,122,1006,1026,23,24,0,0
HH06,19,01,District - Darjiling  (01),RURAL,All Ages,196774,21802,6733,1895,171592,8936,16909,9528,1540,1443,0,0
HH06,19,01,District - Darjiling  (01),RURAL,Less than 20,1302,359,986,285,279,47,32,24,5,3,0,0
HH06,19,01,District - Darjiling  (01),RURAL,20-29,21910,1797,2595,283,18875,1248,325,161,115,105,0,0
HH06,19,01,District - Darjiling  (01),RURAL,30-39,54486,4204,1423,305,50613,2737,2043,734,407,428,0,0
HH06,19,01,District - Darjiling  (01),RURAL,40-49,52293,4514,746,369,47294,2383,3785,1308,468,454,0,0
HH06,19,01,District - Darjiling  (01),RURAL,50-59,33945,3888,449,333,28988,1373,4195,1917,313,265,0,0
HH06,19,01,District - Darjiling  (01),RURAL,60-69,21450,3822,286,234,16986,773,4020,2679,158,136,0,0
HH06,19,01,District - Darjiling  (01),RURAL,70-79,8142,2305,95,51,6096,263,1899,1958,52,33,0,0
HH06,19,01,District - Darjiling  (01),RURAL,80+,603,94,123,23,441,40,36,28,3,3,0,0
HH06,19,01,District - Darjiling  (01),RURAL,Age Not Stated,2643,819,30,12,2020,72,574,719,19,16,0,0
HH06,19,01,District - Darjiling  (01),URBAN,All Ages,90125,8272,3569,1079,76544,3580,9640,2965,372,648,0,0
HH06,19,01,District - Darjiling  (01),URBAN,Less than 20,629,247,487,224,114,15,27,7,1,1,0,0
HH06,19,01,District - Darjiling  (01),URBAN,20-29,6813,684,1421,205,5266,386,111,28,15,65,0,0
HH06,19,01,District - Darjiling  (01),URBAN,30-39,21469,1496,827,209,19708,926,842,141,92,220,0,0
HH06,19,01,District - Darjiling  (01),URBAN,40-49,25456,1720,361,179,23021,962,1935,364,139,215,0,0
HH06,19,01,District - Darjiling  (01),URBAN,50-59,18063,1454,207,130,15385,618,2404,617,67,89,0,0
HH06,19,01,District - Darjiling  (01),URBAN,60-69,11182,1348,110,85,8487,431,2549,796,36,36,0,0
HH06,19,01,District - Darjiling  (01),URBAN,70-79,4755,917,46,28,3379,181,1313,696,17,12,0,0
HH06,19,01,District - Darjiling  (01),URBAN,80+,299,34,85,12,186,11,27,9,1,2,0,0
HH06,19,01,District - Darjiling  (01),URBAN,Age Not Stated,1459,372,25,7,998,50,432,307,4,8,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,All Ages,634485,52315,19910,3367,556263,23552,55654,21279,2658,4117,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,Less than 20,4220,1109,3130,833,995,196,94,61,1,19,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,20-29,69450,5986,9630,928,58327,4088,1229,497,264,473,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,30-39,188108,12678,4353,785,174424,8125,8616,2182,715,1586,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,40-49,180446,12562,1461,483,162953,6613,15279,4157,753,1309,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,50-59,100131,8115,586,197,85975,2816,13107,4639,463,463,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,60-69,58279,6351,299,81,46521,1095,11180,4991,279,184,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,70-79,23464,3682,167,20,18523,337,4642,3286,132,39,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,80+,1415,161,169,32,1146,68,94,51,6,10,0,0
HH06,19,02,District - Jalpaiguri  (02),TOTAL,Age Not Stated,8972,1671,115,8,7399,214,1413,1415,45,34,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,All Ages,515045,44896,15728,2692,454622,20433,42342,18405,2353,3366,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,Less than 20,3494,927,2632,686,797,172,64,54,1,15,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,20-29,60266,5387,7811,784,51138,3758,1080,467,237,378,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,30-39,159029,11215,3259,638,147812,7278,7312,2007,646,1292,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,40-49,146113,10908,1109,394,131859,5673,12485,3750,660,1091,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,50-59,77355,6884,427,120,66661,2321,9860,4060,407,383,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,60-69,43822,5185,181,36,35720,774,7678,4232,243,143,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,70-79,16916,2923,103,8,13828,220,2868,2669,117,26,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,80+,1130,125,121,22,930,55,75,40,4,8,0,0
HH06,19,02,District - Jalpaiguri  (02),RURAL,Age Not Stated,6920,1342,85,4,5877,182,920,1126,38,30,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,All Ages,119440,7419,4182,675,101641,3119,13312,2874,305,751,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,Less than 20,726,182,498,147,198,24,30,7,0,4,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,20-29,9184,599,1819,144,7189,330,149,30,27,95,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,30-39,29079,1463,1094,147,26612,847,1304,175,69,294,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,40-49,34333,1654,352,89,31094,940,2794,407,93,218,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,50-59,22776,1231,159,77,19314,495,3247,579,56,80,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,60-69,14457,1166,118,45,10801,321,3502,759,36,41,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,70-79,6548,759,64,12,4695,117,1774,617,15,13,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,80+,285,36,48,10,216,13,19,11,2,2,0,0
HH06,19,02,District - Jalpaiguri  (02),URBAN,Age Not Stated,2052,329,30,4,1522,32,493,289,7,4,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,All Ages,492994,24357,12496,923,436151,9632,43065,10959,1282,2843,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,Less than 20,3472,592,2610,432,781,113,76,32,5,15,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,20-29,50737,2507,6460,146,43262,1858,901,125,114,378,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,30-39,141463,4892,2234,119,133134,2942,5783,636,312,1195,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,40-49,132855,4501,514,106,121243,2205,10797,1392,301,798,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,50-59,79621,3663,206,57,68932,1216,10248,2110,235,280,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,60-69,51829,4037,149,30,41982,813,9523,3076,175,118,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,70-79,23168,2719,70,6,18604,305,4391,2378,103,30,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,80+,1414,112,189,24,1134,58,86,26,5,4,0,0
HH06,19,03,District - Koch Bihar  (03),TOTAL,Age Not Stated,8435,1334,64,3,7079,122,1260,1184,32,25,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,All Ages,448657,21252,11066,612,399043,8171,37346,9928,1202,2541,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,Less than 20,3171,500,2408,360,695,103,64,27,4,10,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,20-29,48582,2249,5967,88,41660,1700,848,118,107,343,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,30-39,132468,4281,1825,68,124983,2540,5367,591,293,1082,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,40-49,119868,3881,379,51,109521,1824,9688,1284,280,722,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,50-59,70203,3172,134,21,60987,981,8858,1929,224,241,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,60-69,45558,3534,96,6,37356,644,7944,2788,162,96,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,70-79,20094,2378,46,2,16445,243,3505,2110,98,23,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,80+,1183,76,162,16,957,38,59,18,5,4,0,0
HH06,19,03,District - Koch Bihar  (03),RURAL,Age Not Stated,7530,1181,49,0,6439,98,1013,1063,29,20,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,All Ages,44337,3105,1430,311,37108,1461,5719,1031,80,302,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,Less than 20,301,92,202,72,86,10,12,5,1,5,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,20-29,2155,258,493,58,1602,158,53,7,7,35,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,30-39,8995,611,409,51,8151,402,416,45,19,113,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,40-49,12987,620,135,55,11722,381,1109,108,21,76,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,50-59,9418,491,72,36,7945,235,1390,181,11,39,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,60-69,6271,503,53,24,4626,169,1579,288,13,22,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,70-79,3074,341,24,4,2159,62,886,268,5,7,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,80+,231,36,27,8,177,20,27,8,0,0,0,0
HH06,19,03,District - Koch Bihar  (03),URBAN,Age Not Stated,905,153,15,3,640,24,247,121,3,5,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,All Ages,443651,20022,12518,908,397791,7760,32477,8997,865,2357,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,Less than 20,3463,549,2796,427,628,95,35,20,4,7,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,20-29,56197,2397,6934,187,48369,1740,774,161,120,309,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,30-39,136330,4098,1973,133,129205,2402,4939,624,213,939,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,40-49,118873,3739,438,76,109758,1702,8491,1236,186,725,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,50-59,67820,3166,148,41,59798,937,7715,1941,159,247,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,60-69,40335,3239,86,22,33138,595,7001,2531,110,91,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,70-79,15476,1907,43,5,12553,199,2828,1670,52,33,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,80+,511,48,73,15,407,25,31,5,0,3,0,0
HH06,19,04,District - Uttar Dinajpur  (04),TOTAL,Age Not Stated,4646,879,27,2,3935,65,663,809,21,3,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,All Ages,393638,17515,10969,695,354588,6799,27285,7874,796,2147,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,Less than 20,3206,501,2594,388,582,90,26,17,4,6,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,20-29,53049,2260,6269,146,45944,1664,719,150,117,300,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,30-39,124330,3679,1562,88,118120,2183,4448,544,200,864,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,40-49,103415,3159,290,40,95641,1415,7316,1053,168,651,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,50-59,57681,2675,89,12,51048,739,6402,1707,142,217,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,60-69,34582,2797,53,7,28765,476,5661,2236,103,78,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,70-79,12994,1654,25,1,10744,158,2184,1469,41,26,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,80+,400,37,64,13,317,19,19,3,0,2,0,0
HH06,19,04,District - Uttar Dinajpur  (04),RURAL,Age Not Stated,3981,753,23,0,3427,55,510,695,21,3,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,All Ages,50013,2507,1549,213,43203,961,5192,1123,69,210,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,Less than 20,257,48,202,39,46,5,9,3,0,1,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,20-29,3148,137,665,41,2425,76,55,11,3,9,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,30-39,12000,419,411,45,11085,219,491,80,13,75,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,40-49,15458,580,148,36,14117,287,1175,183,18,74,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,50-59,10139,491,59,29,8750,198,1313,234,17,30,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,60-69,5753,442,33,15,4373,119,1340,295,7,13,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,70-79,2482,253,18,4,1809,41,644,201,11,7,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,80+,111,11,9,2,90,6,12,2,0,1,0,0
HH06,19,04,District - Uttar Dinajpur  (04),URBAN,Age Not Stated,665,126,4,2,508,10,153,114,0,0,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,All Ages,304352,13312,7164,581,272025,4929,24196,5891,967,1911,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,Less than 20,2083,287,1537,196,503,71,34,14,9,6,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,20-29,35647,1359,3536,84,31376,879,583,110,152,286,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,30-39,91105,2740,1359,120,85993,1427,3459,407,294,786,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,40-49,80816,2644,352,100,74188,1231,6054,779,222,534,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,50-59,49614,2217,138,46,43340,670,6011,1298,125,203,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,60-69,29408,2095,77,18,23956,432,5268,1586,107,59,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,70-79,11089,1341,40,4,8867,131,2141,1191,41,15,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,80+,622,57,78,10,488,30,55,15,1,2,0,0
HH06,19,05,District - Dakshin Dinajpur *  (05),TOTAL,Age Not Stated,3968,572,47,3,3314,58,591,491,16,20,0,0
